Rank,Name,Points,17.1 rank,17.1 score,17.2 rank,17.2 score,17.3 rank,17.3 score,17.4 rank,17.4 score,17.5 rank,17.5 score,
1,Evgeniy Kuznetsov,75,2,9:45 - s,6,282 reps - s,9,11:52 - s,57,292 reps - s,1,5:11 - s
72,Regan Priest,1882,595,13:48 - s,212,226 reps - s,624,22:46 - s,241,275 reps - s,210,7:00 - s
73,Yanick Mongeau,1892,198,12:50 - s,96,240 reps - s,1128,191 reps - s,100,286 reps - s,370,7:19 - s
74,Vincenzo Randes,1901,477,13:35 - s,301,220 reps - s,323,19:50 - s,590,261 reps - s,210,7:00 - s
75,Nestor Bravo,1902,1323,14:44 - s,166,230 reps - s,167,17:23 - s,192,276 reps - s,54,6:25 - s
75,Majd Qaddoura,1902,350,13:20 - s,186,228 reps - s,142,16:57 - s,501,264 reps - s,723,7:45 - s
77,Alfredo Loredo,1905,969,14:20 - s,393,217 reps - s,24,13:36 - s,481,264 reps - s,38,6:18 - s
78,Leny Martinez,1969,83,12:16 - s,126,236 reps - s,1343,191 reps - s,152,280 reps - s,265,7:07 - s
79,Rafael Ricardo Sousa,1997,37,11:31 - s,437,215 reps - s,374,20:23 - s,939,253 reps - s,210,7:00 - s
80,Jacob Flores,2000,167,12:44 - s,264,222 reps - s,1132,191 reps - s,141,282 reps - s,296,7:11 - s
81,Kim Man Suk,2002,785,14:07 - s,380,217 reps - s,638,22:53 - s,135,283 reps - s,64,6:29 - s
82,Jason Woodward,2003,7,10:32 - s,57,248 reps - s,990,203 reps - s,21,305 reps - s,928,7:58 - s
83,Aldwill Go,2021,886,14:14 - s,168,230 reps - s,108,16:15 - s,842,255 reps - s,17,6:03 - s
84,Mariano Ferrito,2050,641,13:53 - s,284,221 reps - s,344,20:00 - s,442,265 reps - s,339,7:16 - s
85,Victor Depasse,2065,106,12:24 - s,118,238 reps - s,1466,191 reps - s,36,299 reps - s,339,7:16 - s
86,Charles Klein,2079,634,13:52 - s,153,231 reps - s,153,17:07 - s,211,276 reps - s,928,7:58 - s
87,Jonathan Germer,2087,327,13:16 - s,310,220 reps - s,635,22:52 - s,187,277 reps - s,628,7:39 - s
88,Stuart Elvin,2093,49,11:42 - s,58,248 reps - s,1474,191 reps - s,406,267 reps - s,106,6:41 - s
89,Derek Cardona,2095,58,11:55 - s,42,253 reps - s,1983,167 reps - s,10,314 reps - s,2,5:26 - s
90,Malvin Cabrera,2096,267,13:04 - s,476,214 reps - s,1071,191 reps - s,44,295 reps - s,238,7:04 - s
91,Antnio Santos,2116,198,12:50 - s,474,214 reps - s,856,215 reps - s,438,265 reps - s,150,6:50 - s
92,Jacob Herbertsson,2134,64,11:59 - s,150,231 reps - s,224,18:25 - s,906,254 reps - s,790,7:50 - s
93,Gabriel Pamplona,2138,641,13:53 - s,220,225 reps - s,1088,191 reps - s,139,282 reps - s,50,6:23 - s
94,Andrea Visentini,2182,1251,14:39 - s,445,215 reps - s,123,16:36 - s,197,276 reps - s,166,6:53 - s
95,Massusinei Silva,2184,287,13:08 - s,112,238 reps - s,615,22:42 - s,1020,252 reps - s,150,6:50 - s
96,Americo Maia,2185,900,14:15 - s,619,210 reps - s,146,17:02 - s,414,266 reps - s,106,6:41 - s
97,Justin Fisher,2191,452,13:32 - s,389,217 reps - s,1190,191 reps - s,64,291 reps - s,96,6:37 - s
98,Michael Hartmann,2220,573,13:46 - s,332,219 reps - s,1072,191 reps - s,45,295 reps - s,198,6:58 - s
99,Lucas Borges,2253,584,13:47 - s,840,207 reps - s,380,20:29 - s,304,273 reps - s,145,6:49 - s
100,Desi McEwan,2263,1178,14:34 - s,93,240 reps - s,112,16:25 - s,206,276 reps - s,674,7:42 - s
101,Simon Schneider,2275,10,10:44 - s,44,252 reps - s,1987,167 reps - s,14,312 reps - s,220,7:01 - s
102,Cody Payton,2286,775,14:06 - s,1009,204 reps - s,101,16:05 - s,299,273 reps - s,102,6:39 - s
103,Simone Minicucci,2297,1686,15:03 - s,92,240 reps - s,54,15:13 - s,392,267 reps - s,73,6:33 - s
104,Colin Bolger,2305,235,12:58 - s,1347,197 reps - s,202,18:03 - s,317,271 reps - s,204,6:59 - s
105,Zach Rumancik,2318,1001,14:22 - s,143,234 reps - s,32,14:14 - s,93,287 reps - s,1049,8:03 - s
106,Gregory Sand,2321,1146,14:31 - s,145,233 reps - s,165,17:22 - s,614,260 reps - s,251,7:06 - s
107,Al DiGangi,2340,822,14:10 - s,788,208 reps - s,18,13:15 - s,550,262 reps - s,162,6:52 - s
107,Serhii Vichev,2340,106,12:24 - s,127,236 reps - s,1623,179 reps - s,82,289 reps - s,402,7:22 - s
109,Danilo Abrignani,2344,606,13:49 - s,1367,196 reps - s,238,18:38 - s,100,286 reps - s,33,6:13 - s
109,Gennady Fomenko,2344,900,14:15 - s,329,219 reps - s,53,15:11 - s,992,252 reps - s,70,6:32 - s
111,Fabio Pesenti,2357,139,12:38 - s,202,227 reps - s,928,203 reps - s,896,254 reps - s,192,6:57 - s
112,Ryan Gerwig,2401,1389,14:47 - s,417,216 reps - s,81,15:53 - s,119,285 reps - s,395,7:21 - s
113,Mike Tesler,2407,1323,14:44 - s,124,237 reps - s,481,21:34 - s,77,290 reps - s,402,7:22 - s
114,Papsuev Artem,2468,1686,15:03 - s,313,220 reps - s,12,12:22 - s,330,270 reps - s,127,6:46 - s
115,Peter Geronimo,2475,969,14:20 - s,446,215 reps - s,289,19:25 - s,113,285 reps - s,658,7:41 - s
116,Alejandro Cardenas,2547,1028,14:24 - s,982,204 reps - s,177,17:31 - s,178,277 reps - s,182,6:56 - s
117,Mark Parrish,2557,52,11:48 - s,129,236 reps - s,1322,191 reps - s,593,261 reps - s,461,7:27 - s
118,Ray Dona,2602,595,13:48 - s,484,214 reps - s,17,13:09 - s,485,264 reps - s,1021,8:02 - s
119,Aaron Lowe,2621,98,12:21 - s,156,231 reps - s,207,18:06 - s,2137,240 reps - s,23,6:08 - s
120,Dominique Garze,2625,573,13:46 - s,256,223 reps - s,528,22:02 - s,76,290 reps - s,1192,8:11 - s
121,Antonino Leone,2636,344,13:18 - s,71,243 reps - s,29,14:11 - s,1127,250 reps - s,1065,8:04 - s
122,Iakovos Halkias,2654,751,14:03 - s,173,230 reps - s,151,17:06 - s,598,261 reps - s,981,8:00 - s
123,Roberto Graziano,2663,504,13:38 - s,254,223 reps - s,395,20:44 - s,297,273 reps - s,1213,8:12 - s
124,Michael Troy,2665,520,13:40 - s,161,230 reps - s,1103,191 reps - s,70,290 reps - s,811,7:51 - s
125,Eric Dagard,2675,61,11:57 - s,259,222 reps - s,509,21:47 - s,1363,248 reps - s,483,7:29 - s
126,Bjrn Nord,2683,124,12:30 - s,823,207 reps - s,151,17:06 - s,678,259 reps - s,907,7:57 - s
127,Jaemyung Park,2698,173,12:45 - s,123,237 reps - s,1413,191 reps - s,375,268 reps - s,614,7:38 - s
128,Craig Donaldson,2700,682,13:57 - s,734,209 reps - s,1073,191 reps - s,94,287 reps - s,117,6:43 - s
129,Leandro Roratto,2721,235,12:58 - s,660,209 reps - s,1236,191 reps - s,424,266 reps - s,166,6:53 - s
130,Joshua Tilton,2727,38,11:33 - s,374,217 reps - s,1994,167 reps - s,155,280 reps - s,166,6:53 - s
131,Michael Bowers,2756,439,13:31 - s,125,237 reps - s,1175,191 reps - s,581,261 reps - s,436,7:25 - s
132,Kevin Leynes,2788,1389,14:47 - s,642,210 reps - s,318,19:46 - s,130,283 reps - s,309,7:12 - s
133,Massimo Montecchi,2791,723,14:00 - s,274,222 reps - s,474,21:30 - s,128,284 reps - s,1192,8:11 - s
134,Laurent Fontaine,2802,74,12:07 - s,299,220 reps - s,957,203 reps - s,18,306 reps - s,1454,8:23 - s
135,Jeff Bahrenfuss,2819,467,13:34 - s,293,221 reps - s,1078,191 reps - s,221,275 reps - s,760,7:48 - s
136,Tibor Cencic,2823,477,13:35 - s,171,230 reps - s,923,203 reps - s,1001,252 reps - s,251,7:06 - s
137,Roberto Javier Rivera,2841,530,13:41 - s,734,209 reps - s,1069,191 reps - s,89,287 reps - s,419,7:24 - s
138,Willian Duarte,2849,1358,14:46 - s,689,209 reps - s,154,17:08 - s,534,262 reps - s,114,6:42 - s
139,Andrew Tomlin,2854,350,13:20 - s,61,247 reps - s,1368,191 reps - s,187,277 reps - s,888,7:56 - s
140,Rob Waters,2855,692,13:58 - s,523,214 reps - s,1164,191 reps - s,225,275 reps - s,251,7:06 - s
141,Grzegorz Zaleski,2876,1028,14:24 - s,343,219 reps - s,638,22:53 - s,179,277 reps - s,688,7:43 - s
142,Juan Esteban Badillo,2911,128,12:32 - s,51,249 reps - s,1624,179 reps - s,557,262 reps - s,551,7:34 - s
143,Silvio de Paula Neto,2917,584,13:47 - s,1096,203 reps - s,596,22:33 - s,468,265 reps - s,173,6:54 - s
144,Thiago Custdio,2924,30,11:19 - s,39,254 reps - s,2727,154 reps - s,43,296 reps - s,85,6:35 - s
145,Gl Dvid,2927,272,13:05 - s,50,250 reps - s,1343,191 reps - s,514,263 reps - s,748,7:47 - s
146,Jeremy Lindquist,2940,408,13:27 - s,1091,203 reps - s,1281,191 reps - s,38,298 reps - s,122,6:44 - s
147,Shane Squire,2948,24,11:12 - s,105,239 reps - s,1209,191 reps - s,743,257 reps - s,867,7:55 - s
148,Ernesto Malave,2963,809,14:09 - s,1529,194 reps - s,199,18:00 - s,234,275 reps - s,192,6:57 - s
149,Jason Eagles,2973,228,12:56 - s,229,225 reps - s,1930,168 reps - s,268,275 reps - s,318,7:13 - s
150,Joe Elkin,2981,952,14:19 - s,489,214 reps - s,300,19:29 - s,790,256 reps - s,450,7:26 - s
151,Garrett Braley,3016,2195,15:27 - s,554,213 reps - s,1,8:55 - s,222,275 reps - s,44,6:20 - s
152,Tom Knight,3038,235,12:58 - s,136,234 reps - s,1153,191 reps - s,1031,252 reps - s,483,7:29 - s
153,Terry Hancock,3040,167,12:44 - s,1653,190 reps - s,250,18:46 - s,696,258 reps - s,274,7:08 - s
154,Erasmo Portillo,3043,460,13:33 - s,713,209 reps - s,1082,191 reps - s,596,261 reps - s,192,6:57 - s
155,Adem Yilmaz,3067,1323,14:44 - s,612,211 reps - s,449,21:17 - s,621,260 reps - s,62,6:28 - s
156,Andrey Litvinenko,3084,58,11:55 - s,38,254 reps - s,2753,154 reps - s,25,303 reps - s,210,7:00 - s
157,Stefan Lindvall,3104,467,13:34 - s,327,219 reps - s,1262,191 reps - s,665,259 reps - s,383,7:20 - s
158,Marco Teofilo,3118,1432,14:49 - s,95,240 reps - s,420,21:03 - s,943,253 reps - s,228,7:03 - s
159,Chris Frost,3119,467,13:34 - s,208,226 reps - s,1793,178 reps - s,342,270 reps - s,309,7:12 - s
160,Fernando Kowalczyk,3126,1432,14:49 - s,961,204 reps - s,234,18:34 - s,349,270 reps - s,150,6:50 - s
161,Jeff McDaniel,3132,682,13:57 - s,770,208 reps - s,809,215 reps - s,421,266 reps - s,450,7:26 - s
162,Mattia Cosmo,3134,1164,14:33 - s,788,208 reps - s,62,15:27 - s,520,263 reps - s,600,7:37 - s
163,Kip Severino,3141,769,14:05 - s,720,209 reps - s,954,203 reps - s,113,285 reps - s,585,7:36 - s
164,Luigi Cimmino,3146,211,12:52 - s,30,258 reps - s,2522,155 reps - s,65,291 reps - s,318,7:13 - s
165,Juaquin Galvan,3161,706,13:59 - s,235,224 reps - s,1135,191 reps - s,746,257 reps - s,339,7:16 - s
166,Evan Minior,3174,2144,15:25 - s,283,221 reps - s,552,22:13 - s,58,292 reps - s,137,6:48 - s
167,Lorenzo Maiorano,3178,1085,14:27 - s,228,225 reps - s,920,203 reps - s,619,260 reps - s,326,7:14 - s
168,Jacob Smart,3199,634,13:52 - s,828,207 reps - s,752,23:46 - s,703,258 reps - s,282,7:09 - s
169,Paul Power,3205,1415,14:48 - s,391,217 reps - s,222,18:24 - s,249,275 reps - s,928,7:58 - s
170,Jey Ruiz,3219,398,13:26 - s,1477,196 reps - s,1024,203 reps - s,280,275 reps - s,40,6:19 - s
171,Mikael Nordenborg,3227,624,13:51 - s,382,217 reps - s,1113,191 reps - s,420,266 reps - s,688,7:43 - s
172,Carmen Dorso,3275,969,14:20 - s,961,204 reps - s,398,20:46 - s,80,290 reps - s,867,7:55 - s
173,Emmanuel Piechowski,3288,77,12:11 - s,318,220 reps - s,2851,154 reps - s,2,328 reps - s,40,6:19 - s
174,Tuomo Ramula,3336,545,13:43 - s,426,216 reps - s,376,20:24 - s,968,253 reps - s,1021,8:02 - s
175,Jasun Harmon,3350,1772,15:08 - s,581,212 reps - s,97,16:03 - s,848,255 reps - s,52,6:24 - s
176,Ioannis Salatas,3369,1339,14:45 - s,491,214 reps - s,930,203 reps - s,148,281 reps - s,461,7:27 - s
176,Tyler Frost,3369,164,12:43 - s,862,206 reps - s,1008,203 reps - s,975,253 reps - s,360,7:18 - s
178,MinJae Lim,3382,1041,14:25 - s,1028,204 reps - s,372,20:22 - s,804,255 reps - s,137,6:48 - s
179,Roman Asanov,3387,408,13:27 - s,35,256 reps - s,2190,166 reps - s,629,260 reps - s,125,6:45 - s
180,Tiago Peretto,3400,228,12:56 - s,961,204 reps - s,1393,191 reps - s,608,260 reps - s,210,7:00 - s
181,Dimitris Bartzas,3406,1221,14:37 - s,295,221 reps - s,483,21:35 - s,907,254 reps - s,500,7:30 - s
182,Sean Huneke,3422,1874,15:13 - s,230,225 reps - s,758,23:48 - s,190,277 reps - s,370,7:19 - s
183,Evgeniy Sidorov,3423,27,11:14 - s,523,214 reps - s,2187,166 reps - s,404,267 reps - s,282,7:09 - s
184,Christo Du Plessis,3426,742,14:02 - s,448,215 reps - s,722,23:33 - s,465,265 reps - s,1049,8:03 - s
185,Chris Rose,3458,90,12:18 - s,433,215 reps - s,1101,191 reps - s,1658,244 reps - s,176,6:55 - s
186,Hans Tanguy,3485,344,13:18 - s,523,214 reps - s,2142,167 reps - s,144,282 reps - s,332,7:15 - s
187,Mario Garcia,3496,350,13:20 - s,205,227 reps - s,878,214 reps - s,684,259 reps - s,1379,8:20 - s
188,Timur Malikov,3508,267,13:04 - s,41,253 reps - s,1767,178 reps - s,622,260 reps - s,811,7:51 - s
189,Marcin Ptaszek,3514,281,13:07 - s,267,222 reps - s,818,215 reps - s,329,270 reps - s,1819,8:37 - s
190,Glenn Pawlikowski,3543,1221,14:37 - s,239,224 reps - s,1109,191 reps - s,238,275 reps - s,736,7:46 - s
191,Andrea Borrello,3553,2421,15:36 - s,452,215 reps - s,228,18:27 - s,367,269 reps - s,85,6:35 - s
192,Keven Fite,3580,102,12:22 - s,198,227 reps - s,2169,166 reps - s,887,254 reps - s,224,7:02 - s
193,Choi Sangjin,3599,203,12:51 - s,246,223 reps - s,2722,154 reps - s,311,271 reps - s,117,6:43 - s
194,Jamie Knox,3608,350,13:20 - s,1028,204 reps - s,1309,191 reps - s,185,277 reps - s,736,7:46 - s
195,Nikos Sepetas,3620,928,14:17 - s,1532,194 reps - s,186,17:46 - s,500,264 reps - s,474,7:28 - s
196,Stipe Vitaljic,3627,344,13:18 - s,961,204 reps - s,1647,178 reps - s,611,260 reps - s,64,6:29 - s
197,Michael Willie,3631,706,13:59 - s,828,207 reps - s,1267,191 reps - s,121,285 reps - s,709,7:44 - s
198,Filipe Cymbron,3646,1178,14:34 - s,1570,193 reps - s,271,19:10 - s,521,263 reps - s,106,6:41 - s
199,Ryan Sykora,3651,40,11:36 - s,196,227 reps - s,2555,155 reps - s,202,276 reps - s,658,7:41 - s
200,Dan Morris,3656,736,14:01 - s,772,208 reps - s,439,21:13 - s,1035,252 reps - s,674,7:42 - s
201,Oleksandr Sisov,3671,159,12:41 - s,1314,197 reps - s,946,203 reps - s,752,257 reps - s,500,7:30 - s
202,Matheus Rosa,3726,1389,14:47 - s,1028,204 reps - s,97,16:03 - s,503,264 reps - s,709,7:44 - s
203,Jordan Atterberry,3730,56,11:54 - s,67,244 reps - s,2002,167 reps - s,1455,246 reps - s,150,6:50 - s
204,Lincoln Golike,3736,530,13:41 - s,336,219 reps - s,2179,166 reps - s,289,274 reps - s,402,7:22 - s
205,Kevin-Ron Neumann,3755,660,13:55 - s,311,220 reps - s,238,18:38 - s,516,263 reps - s,2030,8:45 - s
206,Mark VanDerVeen,3783,327,13:16 - s,292,221 reps - s,2023,167 reps - s,758,257 reps - s,383,7:20 - s
207,Ernesto Pontoni Neto,3800,426,13:30 - s,104,239 reps - s,2103,167 reps - s,797,256 reps - s,370,7:19 - s
208,Lucas Prado,3806,504,13:38 - s,1028,204 reps - s,1024,203 reps - s,684,259 reps - s,566,7:35 - s
209,Kostas Papageorgioy,3808,1041,14:25 - s,1994,181 reps - s,157,17:11 - s,90,287 reps - s,526,7:32 - s
210,Paolo Luison,3837,219,12:54 - s,170,230 reps - s,2570,155 reps - s,220,275 reps - s,658,7:41 - s
211,David Arnett,3863,1146,14:31 - s,265,222 reps - s,2136,167 reps - s,118,285 reps - s,198,6:58 - s
212,Ronald Ruggiero Jr.,3877,1477,14:52 - s,1028,204 reps - s,379,20:28 - s,557,262 reps - s,436,7:25 - s
213,Peter Gascon,3894,178,12:47 - s,857,206 reps - s,1644,178 reps - s,1130,250 reps - s,85,6:35 - s
214,Brian Carter,3906,1323,14:44 - s,701,209 reps - s,321,19:49 - s,1111,251 reps - s,450,7:26 - s
215,Raul Anguiano,3921,1358,14:46 - s,79,243 reps - s,1838,178 reps - s,436,265 reps - s,210,7:00 - s
216,Tecio Carvalho,3925,224,12:55 - s,247,223 reps - s,2739,154 reps - s,313,271 reps - s,402,7:22 - s
217,Nikolay Rozin,3937,886,14:14 - s,1215,200 reps - s,383,20:30 - s,280,275 reps - s,1173,8:10 - s
218,Sylvania Harrod,3961,1339,14:45 - s,476,214 reps - s,1625,179 reps - s,47,295 reps - s,474,7:28 - s
219,Matthew Cole,3966,751,14:03 - s,318,220 reps - s,996,203 reps - s,490,264 reps - s,1411,8:21 - s
220,Mitch Stewart,3967,257,13:02 - s,473,214 reps - s,1097,191 reps - s,1091,251 reps - s,1049,8:03 - s
221,Duseong Kim,3980,192,12:49 - s,163,230 reps - s,2565,155 reps - s,778,256 reps - s,282,7:09 - s
222,Emanuele Carozzo,3995,2071,15:22 - s,1074,203 reps - s,273,19:11 - s,440,265 reps - s,137,6:48 - s
223,Lucas Padua,3997,2097,15:23 - s,460,214 reps - s,626,22:47 - s,549,262 reps - s,265,7:07 - s
224,Alfonso Velarde,4013,900,14:15 - s,738,209 reps - s,1225,191 reps - s,509,263 reps - s,641,7:40 - s
225,Giuseppe Faraci,4023,1028,14:24 - s,1686,189 reps - s,46,15:00 - s,1126,250 reps - s,137,6:48 - s
226,Julien Laramee,4032,219,12:54 - s,31,258 reps - s,2736,154 reps - s,461,265 reps - s,585,7:36 - s
227,Dario Lo Giudice,4049,692,13:58 - s,502,214 reps - s,1281,191 reps - s,1204,250 reps - s,370,7:19 - s
228,Chris Ryan,4050,477,13:35 - s,612,211 reps - s,233,18:32 - s,96,286 reps - s,2632,9:05 - s
229,Jin Hyok Choun,4052,281,13:07 - s,585,212 reps - s,2851,154 reps - s,208,276 reps - s,127,6:46 - s
